"Task ID","SUBJECT","MISSION","# OF TASKS","Task Name","Label","Sequence Name","Sequence Number"
41072,"???? ?????","??? ????? ?????",107,"?''? ???? I “Klapped hosha’anos”",,,
59298,"???? ?????","??? ????? ?????",36,"?''? ???? I ate a holiday meal",,,
41077,"???? ?????","??? ????? ?????",90,"?''? ???? I ate a seuda and had a re’viis of grape juice",,,
41071,"???? ?????","??? ????? ?????",72,"?''? ???? I ate a seudah and had krepelach",,,
41522,"???? ?????","??? ????? ?????",54,"?''? ???? I ate a seudah and had kreplach",,,
39308,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank everything in a sukkah and said “Leisheiv BaSukkah”",,,
59292,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah",,,
59411,"???? ?????","??? ????? ?????",18,"?''? ???? I ate or drank something in a sukkah and made the blessing of ""Leisheiv BaSukkah""",,,
41070,"???? ?????","??? ????? ?????",72,"?''? ???? I ate or drank something in a sukkah and said ""leisheiv Basukkah""",,,
41064,"???? ?????","??? ????? ?????",21,"?''? ???? I davened hallel & mussof",,,
40089,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof, Mincha and maariv",,,
40007,"???? ?????","??? ????? ?????",10,"?''? ???? I davened hallel, mussof,Mincha and maariv",,,
41272,"???? ?????","??? ????? ?????",54,"?''? ???? I davened mussof & mincha",,,
59406,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis (morning prayers) and hallel quota",,,
41254,"???? ?????","??? ????? ?????",35,"?''? ???? I davened my Shacharis and hallel quota",,,
38591,"???? ?????","??? ????? ?????",15,"?''? ???? I davened my Shacharis quota",,,
39989,"???? ?????","??? ????? ?????",16,"?''? ???? I davened my Shacharis quota that i daven in school",,,
39302,"???? ?????","??? ????? ?????",18,"?''? ???? I davened my Shacharis,hallel,mussof,mincha,and maariv quotas (with a minyan)",,,
59287,"???? ?????","??? ????? ?????",18,"?''? ???? I davened Shacharis (morning prayers)",,,
59146,"???? ?????","??? ????? ?????",72,"?''? ???? I dressed in Yom tov clothing, as befitting Chol Hamoed",,,
41069,"???? ?????","??? ????? ?????",54,"?''? ???? I learned for at least 10 minutes each day",,,
39307,"???? ?????","??? ????? ?????",18,"?''? ???? I learned for at least 15 minutes each day",,,
41521,"???? ?????","??? ????? ?????",54,"?''? ???? I participated in Simchas Beis Hashoeva",,,
41087,"???? ?????","??? ????? ?????",36,"?''? ???? I participated in Simchas Beis Hashoeva in a Tzniusdike way",,,
59308,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or a sukkot party",,,
59427,"???? ?????","??? ????? ?????",18,"?''? ???? I participated in Simchas Beis Hashoeva or sukkot party",,,
59282,"???? ?????","??? ????? ?????",18,"?''? ???? I shook Lulov and esrog",,,
41059,"???? ?????","??? ????? ?????",108,"?''? ???? I shook Lulov and esrog before eating",,,
39331,"???? ?????","????? ???? ????? ????",18,"??? helped prepare for Yom Tov",,,
38701,"???? ?????","????? ???? ????? ????",72,"??? I helped prepare for Yom Tov",,,
59310,"???? ?????","????? ???? ????? ????",36,"??? I helped prepare for Yom Tov on Erev Yom Tov",,,
431605,"???? ?????","???? ???",45,"???? ??? I said the Rebbe's Pesukim in Shmona Esrei everyday of the week",,,
40036,"???? ?????","????? ???? ????? ????",18,"???? ???? I said a D’var Torah during the meal",,,
40029,"???? ?????","????? ???? ????? ????",18,"???? ???? I (went to shul) and davened my Mincha and Maariv quota nicely",,,
59320,"???? ?????","????? ???? ????? ????",36,"???? ???? I danced with the torah's",,,
38716,"???? ?????","????? ???? ????? ????",18,"???? ???? I davened Mussof & mincha",,,
38712,"???? ?????","????? ???? ????? ????",72,"???? ???? I davened my Maariv quota nicely",,,
39339,"???? ?????","????? ???? ????? ????",18,"???? ???? I Followed Krias HaTorah inside",,,
41532,"???? ?????","????? ???? ????? ????",9,"???? ???? I got an Aliyah",,,
39340,"???? ?????","????? ???? ????? ????",36,"???? ???? I had an Aliyah with all the children on simchas torah",,,
38717,"???? ?????","????? ???? ????? ????",90,"???? ???? I heard Birchas Kohanim",,,
40031,"???? ?????","????? ???? ????? ????",18,"???? ???? I heard Krias Hatorah",,,
38705,"???? ?????","????? ???? ????? ????",126,"???? ???? I helped prepare, serve or cleanup after the meal",,,
38714,"???? ?????","????? ???? ????? ????",18,"???? ???? I listened to (part of) Krias HaTorah",,,
38170,"???? ?????","????? ???? ????? ????",36,"???? ???? I listened to Krias HaTorah",,,
59322,"???? ?????","????? ???? ????? ????",18,"???? ???? I listened to part of the reading of the torah",,,
59443,"???? ?????","????? ???? ????? ????",18,"???? ???? I listened to the reading of the torah",,,
39346,"???? ?????","????? ???? ????? ????",18,"???? ???? I said “Ata Horeisa” and seder hakafos and danced",,,
40027,"???? ?????","????? ???? ????? ????",18,"???? ???? I said “Ata Horeisa” danced at hakafos",,,
38707,"???? ?????","????? ???? ????? ????",126,"???? ???? I said “Chazak Chazak VeNischazeik” after we finished reading the whole Torah",,,
59326,"???? ?????","????? ???? ????? ????",18,"???? ???? I said a D’var Torah (answered questions or explained my sukkot project) during the holiday meal",,,
59445,"???? ?????","????? ???? ????? ????",18,"???? ???? I said a D’var Torah during the holiday meal",,,
38720,"???? ?????","????? ???? ????? ????",72,"???? ???? I said a D’var Torah during the meal",,,
38396,"???? ?????","????? ???? ????? ????",3,"???? ???? I started saying “Mashiv Horuach Umorid HaGeshem”",,,
39350,"???? ?????","????? ???? ????? ????",36,"???? ???? I went on tahlucha to be mesameiach other yidden",,,
38180,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to a farbrengen at the end of Yom Tov and extanded Yom Tov into the week day",,,
38177,"???? ?????","????? ???? ????? ????",36,"???? ???? I went to Hakafos and said “Ata Horeisa”",,,
38709,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to Hakafos and said (some of the) “Ata Horeisa”",,,
59312,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to shul (and said some of my morning prayers)",,,
39334,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to shul and davened my mincha & maariv quota nicely",,,
59431,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to shul and davened my Shacharis (morning prayers) and mussof quota nicely",,,
41456,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to shul and davened my Shacharis and mussof quota nicely",,,
40021,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to shul and davened my Shacharis and mussof quota nicely",,,
38167,"???? ?????","????? ???? ????? ????",36,"???? ???? I went to shul and davened my Shacharis and Mussof quotas nicely",,,
38704,"???? ?????","????? ???? ????? ????",18,"???? ???? I went to shul and davened my Shacharis quota",,,
39344,"???? ?????","????? ???? ????? ????",36,"???? ???? I went under a tallis and heard Birchas Kohanim",,,
39343,"???? ?????","????? ???? ????? ????",18,"????? ???? I said “Ata Horeisa” and seder hakafos and danced",,,
40028,"???? ?????","????? ???? ????? ????",18,"????? ???? I (went to shul) and davened my Mincha and Maariv quota nicely",,,
38702,"???? ?????","????? ???? ????? ????",72,"????? ???? I ate and drank something in the Sukkah on Shmini Atzeres",,,
41472,"???? ?????","????? ???? ????? ????",54,"????? ???? I ate or drank something in the sukkah Shmini atzeres",,,
59319,"???? ?????","????? ???? ????? ????",36,"????? ???? I danced with the torah's",,,
38715,"???? ?????","????? ???? ????? ????",18,"????? ???? I davened Mussof & mincha",,,
38711,"???? ?????","????? ???? ????? ????",72,"????? ???? I davened my Maariv quota nicely",,,
39338,"???? ?????","????? ???? ????? ????",18,"????? ???? I Followed Krias HaTorah inside",,,
38718,"???? ?????","????? ???? ????? ????",90,"????? ???? I heard Birchas Kohanim",,,
40030,"???? ?????","????? ???? ????? ????",18,"????? ???? I heard Krias Hatorah",,,
38706,"???? ?????","????? ???? ????? ????",126,"????? ???? I helped prepare, serve or cleanup after the meal",,,
38713,"???? ?????","????? ???? ????? ????",18,"????? ???? I listened to (part of) Krias HaTorah",,,
38169,"???? ?????","????? ???? ????? ????",36,"????? ???? I listened to Krias HaTorah",,,
59321,"???? ?????","????? ???? ????? ????",18,"????? ???? I listened to part of the reading of the torah",,,
59442,"???? ?????","????? ???? ????? ????",18,"????? ???? I listened to the reading of the torah",,,
40025,"???? ?????","????? ???? ????? ????",18,"????? ???? I said “Ata Horeisa” danced at hakafos",,,
59325,"???? ?????","????? ???? ????? ????",18,"????? ???? I said a D’var Torah (answered questions or explained my sukkot project) during the holiday meal",,,
59444,"???? ?????","????? ???? ????? ????",18,"????? ???? I said a D’var Torah during the holiday meal",,,
38719,"???? ?????","????? ???? ????? ????",90,"????? ???? I said a D’var Torah during the meal",,,
38710,"???? ?????","????? ???? ????? ????",105,"????? ???? I started saying “Mashiv Horuach Umorid HaGeshem”",,,
38176,"???? ?????","????? ???? ????? ????",36,"????? ???? I went to Hakafos and said “Ata Horeisa”",,,
38708,"???? ?????","????? ???? ????? ????",18,"????? ???? I went to Hakafos and said (some of the) “Ata Horeisa”",,,
59311,"???? ?????","????? ???? ????? ????",18,"????? ???? I went to shul (and said some of my morning prayers)",,,
39333,"???? ?????","????? ???? ????? ????",18,"????? ???? I went to shul and davened my mincha & maariv quota nicely",,,
59430,"???? ?????","????? ???? ????? ????",18,"????? ???? I went to shul and davened my Shacharis (morning prayers) and mussof quota nicely",,,
41455,"???? ?????","????? ???? ????? ????",18,"????? ???? I went to shul and davened my Shacharis and mussof quota nicely",,,
40020,"???? ?????","????? ???? ????? ????",18,"????? ???? I went to shul and davened my Shacharis and mussof quota nicely",,,
38166,"???? ?????","????? ???? ????? ????",36,"????? ???? I went to shul and davened my Shacharis and Mussof quotas nicely",,,
38703,"???? ?????","????? ???? ????? ????",18,"????? ???? I went to shul and davened my Shacharis quota",,,
39341,"???? ?????","????? ???? ????? ????",36,"????? ???? I went under a tallis and heard Birchas Kohanim",,,
828914,"??????","?""? ????? Banner",47,"Bring your poster to your Lag B'omer Parade/program",,,
829064,"??????","?""? ????? Banner",10,"Encourage your family and friends to join a Lag B'omer parade",,,
20468,"??????","???? ????",72,"How many people did you help hear the shofar?",,,
37937,"??????","???? ????",54,"How many people did you shake Lulov and Esrog with?",,,
102968,"??????","Chanukah Mivtzoim",18,"I assisted another Jew a second time",,,
102958,"??????","Chanukah Mivtzoim",18,"I assisted another Jew with the menorah lighting",,,
106604,"??????","Hey Teves mivtzoim",36,"I bought a new sefer in honor of Hey Teves (Do this during the week of Hey Teves)",,,
139563,"??????","Cheder Tzivos Hashem",36,"I did the I SHPY Hachyol page 11",,,
102970,"??????","Chanukah Mivtzoim",18,"I gave in pictures of me assisting another Jew",,,
102787,"??????","Chanukah Mivtzoim",72,"I gave in pictures of me on Mivtzoim",,,
780460,"??????","???? ???",36,"I gave money for Mo'os Chitim",,,
810697,"??????","???? ???",36,"I gave Shmura Matza to someone who would not have had",,,
832192,"??????","Letter in the Torah",46,"I got someone ( who didn't have one) to buy a letter in the Torah",,,
139554,"??????","Cheder Tzivos Hashem",36,"I have my own Siddur, Chumash, Tanya and pushka in my room",,,
386080,"??????","Purim Mivtzoim",36,"I helped prepare Shalach Manos to give out on Mivtzoim",,,
139556,"??????","Cheder Tzivos Hashem",36,"I hung up my Cheder Tzivos Hashem sign on teh door to my room",,,
832187,"??????","?????",46,"I Invited someone to come hear the Aseres Hadibros who would not have come",,,
832189,"??????","?????",46,"I made invitations inviting people to come hear the Aseres Hadibros and gave them out",,,
832188,"??????","?????",46,"I made sure everyone in my family will hear the Aseres Hadibros",,,
832191,"??????","Letter in the Torah",46,"I made sure I have a letter in the Sefer Torah",,,
106606,"??????","Hey Teves mivtzoim",36,"I put the sefer in my room",,,
832190,"??????","?????",46,"I read ""My party"" in the Hachayol pages 6",,,
386079,"??????","Purim Mivtzoim",36,"I read Hachoyol pages 12-13",,,
810698,"??????","???? ???",36,"I read or listened to HaChayol pages 13&14 about Mivzta Matzah",,,
832193,"??????","Letter in the Torah",46,"I read page 4 in the Hachayol magazine",,,
139562,"??????","Cheder Tzivos Hashem",36,"I read the Farbi phone on page 10",,,
828916,"??????","?""? ????? Banner",37,"I told my family and friends how much it means to the Rebbe to attend a Lag B'omer parade and encouraged them to join",,,
37938,"??????","???? ????",54,"I went on Mivtza Lulov a second time. How many people did you shake Lulov and Esrog with?",,,
102778,"??????","Chanukah Mivtzoim",36,"I went on Mivtzoim",,,
386076,"??????","Purim Mivtzoim",36,"I went on Mivtzoim (see Below for options you can choose from)",,,
102785,"??????","Chanukah Mivtzoim",36,"I went on Mivtzoim a second time",,,
139561,"??????","Cheder Tzivos Hashem",36,"I will invite a friend over and use what I put in my room",,,
139560,"??????","Cheder Tzivos Hashem",36,"I will ??? ??? give Tzedaka in my pushka every week day",,,
139558,"??????","Cheder Tzivos Hashem",36,"I will ??? ??? learn from my Chumash every day",,,
139559,"??????","Cheder Tzivos Hashem",36,"I will ??? ??? review Tanya Baal Peh from my Tanya every day",,,
139557,"??????","Cheder Tzivos Hashem",36,"I will ??? ??? say Krias Shema from my siddur every night",,,
102786,"??????","Chanukah Mivtzoim",72,"I wrote a report about my Mivtzoim",,,
102969,"??????","Chanukah Mivtzoim",18,"I wrote a report about what I did",,,
106605,"??????","Hey Teves mivtzoim",36,"I wrote ??""? in the sefer",,,
828915,"??????","?""? ????? Banner",47,"Take a picture of your banner and give it in to your school",,,
829061,"??????","?""? ????? Banner",10,"Using a piece of oak tag, make your own poster",,,
828913,"??????","?""? ????? Banner",37,"Using a piece of oak tag, make your own poster showing what the world will look when Moshiach comes",,,
22158,"??????","???? ??'?",72,"?' ?????? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22159,"??????","???? ??'?",72,"?' ?????? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
22160,"??????","???? ??'?",27,"?' ?????? I lit 3 minutes before the Zman",,,
22161,"??????","???? ??'?",27,"?' ?????? I was dressed in Yom Tov clothes",,,
22139,"??????","???? ??'?",72,"?' ??""? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22140,"??????","???? ??'?",72,"?' ??""? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
22141,"??????","???? ??'?",27,"?' ??""? I lit 3 minutes before the Zman",,,
22142,"??????","???? ??'?",27,"?' ??""? I was dressed in Yom Tov clothes",,,
22162,"??????","???? ??'?",72,"?' ?????? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22163,"??????","???? ??'?",72,"?' ?????? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
22164,"??????","???? ??'?",27,"?' ?????? I lit 3 minutes before the Zman",,,
22165,"??????","???? ??'?",27,"?' ?????? I was dressed in Yom Tov clothes",,,
22143,"??????","???? ??'?",72,"?' ??""? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22144,"??????","???? ??'?",72,"?' ??""? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
22145,"??????","???? ??'?",27,"?' ??""? I lit 3 minutes before the Zman",,,
22146,"??????","???? ??'?",27,"?' ??""? I was dressed in Yom Tov clothes",,,
22151,"??????","???? ??'?",72,"??? ????? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22152,"??????","???? ??'?",72,"??? ????? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
22153,"??????","???? ??'?",27,"??? ????? I lit 3 minutes before the Zman",,,
22154,"??????","???? ??'?",27,"??? ????? I was dressed in Yom Tov clothes",,,
139555,"??????","Cheder Tzivos Hashem",36,"??""? and my Jewish name are written in all the above seforim and on my Pushka",,,
389670,"??????","???? ??????",45,"???? ???? I said horachmon in benching every time i benched",,,
389669,"??????","???? ??????",45,"???? ???? I said my quota of the Rebbe's kapital every day of the week",,,
389668,"??????","???? ??????",45,"???? ???? I sang one of the Rebbe's niggunim at our shabbos table (assader lesudosa or ata bechartanu)",,,
389665,"??????","???? ??????",45,"???? ???? I shared (or heard) something from the Rebbe’s Torah at our shabbos table",,,
389667,"??????","???? ??????",45,"???? ???? I watched a video of the Rebbe",,,
389653,"??????","???? ??????",45,"???? ???? I shared (or heard) something from the Rebbe’s Torah at our shabbos table",,,
389658,"??????","???? ??????",45,"???? ???? I said horachmon in benching every time i benched",,,
389657,"??????","???? ??????",45,"???? ???? I said my quota of the Rebbe's kapital every day of the week",,,
389656,"??????","???? ??????",46,"???? ???? I sang one of the Rebbe's niggunim at our shabbos table (assader lesudosa or ata bechartanu)",,,
389654,"??????","???? ??????",45,"???? ???? I shared (or heard) a story about the Rebbe at our shabbos table",,,
389655,"??????","???? ??????",45,"???? ???? I watched a video of the Rebbe",,,
389666,"??????","???? ??????",45,"???? ???? I told over (or heard) a story about the Rebbe at our shabbos table",,,
389659,"??????","???? ??????",46,"???? ????? I shared (or heard) something from the Rebbe’s Torah at our shabbos table",,,
389660,"??????","???? ??????",46,"???? ????? I told over (or heard) a story about the Rebbe at our shabbos table",,,
389664,"??????","???? ??????",46,"???? ????? I said horachmon in benching every time i benched",,,
389663,"??????","???? ??????",45,"???? ????? I said my quota of the Rebbe's kapital every day of the week",,,
389662,"??????","???? ??????",46,"???? ????? I sang one of the Rebbe's niggunim at our shabbos table (assader lesudosa or ata bechartanu)",,,
389661,"??????","???? ??????",46,"???? ????? I watched a video of the Rebbe",,,
389651,"??????","???? ??????",90,"???? ?????? I said my quota of the Rebbe's kapital every day of the week",,,
22147,"??????","???? ??'?",72,"??? ???? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22148,"??????","???? ??'?",72,"??? ???? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
22149,"??????","???? ??'?",27,"??? ???? I lit 3 minutes before the Zman",,,
22150,"??????","???? ??'?",27,"??? ???? I was dressed in Yom Tov clothes",,,
22170,"??????","???? ??'?",72,"???""? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22171,"??????","???? ??'?",72,"???""? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
22172,"??????","???? ??'?",27,"???""? I lit 3 minutes before the Zman",,,
22173,"??????","???? ??'?",27,"???""? I was dressed in Yom Tov clothes",,,
22168,"??????","???? ??'?",27,"????? ???? I lit 3 minutes before the Zman",,,
22169,"??????","???? ??'?",27,"????? ???? I was dressed in Yom Tov clothes",,,
22166,"??????","???? ??'?",72,"????? ???? All girls (over 3) in my family lit candles and gave tzedakah using their OWN candlesticks and pushkas.",,,
22167,"??????","???? ??'?",72,"????? ???? I encouraged a friend to light candles and give tzedakah using using her OWN Candlestick and pushka.",,,
33551,"???????","??? ????",51,"????? ?' ????",,,
33552,"???????","??? ????",33,"????? ?' ???? Bonus",,,
33553,"???????","??? ????",51,"????? ?' ????",,,
33554,"???????","??? ????",33,"????? ?' ???? Bonus",,,
37434,"???????","???? ???????",71,"????? ?' ????",,,
73307,"???????","???? ???????",53,"????? ?' ???? Bonus",,,
37435,"???????","???? ???????",72,"????? ?""? ????",,,
73309,"???????","???? ???????",54,"????? ?""? ???? Bonus",,,
37436,"???????","???? ???????",72,"????? ?""? ????",,,
73311,"???????","???? ???????",54,"????? ?""? ???? Bonus",,,
37438,"???????","???? ???????",72,"????? ?""? ????",,,
73315,"???????","???? ???????",54,"????? ?""? ???? Bonus",,,
37437,"???????","???? ???????",72,"????? ?""? ????",,,
73313,"???????","???? ???????",54,"????? ?""? ???? Bonus",,,
33354,"???????","??? ????",84,"???? ???????",,,
20398,"??? ?????? ??????","?????? ??? ??????",1011,"?????? ??? ??????",,,
45083,"??? ?????? ??????","??? ????? ??????",983,"??? ????? ??????",,,
54811,"??? ?????? ??????","??? ???? ??????",1011,"??? ???? ??????",,,
137975,"???? ??? ??","Parshas Shmos",1,"Wednsday",,,
